,0
4.0,0.6069365512128015
6.0,0.6790112817091613
5.0,0.6753454612221796
3.0,0.5545537872406006
2.0,0.5875807191610044
1.0,0.6479343037792362
10.0,0.7378580785207269
7.0,0.5988811709711291
9.0,0.7368926182470388
8.0,0.6141639331508533
avg,0.6439157905214732
