,air_conditioner,air_conditioner,air_conditioner,car_horn,car_horn,car_horn,children_playing,children_playing,children_playing,dog_bark,dog_bark,dog_bark,drilling,drilling,drilling,engine_idling,engine_idling,engine_idling,gun_shot,gun_shot,gun_shot,jackhammer,jackhammer,jackhammer,siren,siren,siren,street_music,street_music,street_music
,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1
2,0.6513761467889908,0.355,0.4595469255663431,0.8953488372093024,0.9166666666666666,0.9058823529411765,0.7137096774193549,0.885,0.7901785714285715,0.7956521739130434,0.915,0.8511627906976743,0.9517241379310345,0.69,0.7999999999999999,0.4297994269340974,0.75,0.5464480874316939,0.8414634146341463,0.9857142857142858,0.9078947368421053,0.49404761904761907,0.3458333333333333,0.4068627450980392,0.8525641025641025,0.7307692307692307,0.7869822485207101,0.8817733990147784,0.895,0.8883374689826302
1,0.8134328358208955,0.545,0.6526946107784432,0.8840579710144928,0.8472222222222222,0.8652482269503546,0.8431372549019608,0.86,0.8514851485148515,0.8640776699029126,0.89,0.8768472906403941,0.5904059040590406,0.8,0.6794055201698515,0.6494252873563219,0.5885416666666666,0.6174863387978142,0.7311827956989247,0.9714285714285714,0.834355828220859,0.7888888888888889,0.5916666666666667,0.6761904761904762,0.6893617021276596,0.9418604651162791,0.7960687960687961,0.85,0.765,0.8052631578947368
4,0.6038647342995169,0.625,0.6142506142506142,0.95,0.6440677966101694,0.7676767676767676,0.7125506072874493,0.88,0.7874720357941833,0.8693467336683417,0.865,0.8671679197994988,0.722488038277512,0.755,0.7383863080684597,0.8248587570621468,0.6822429906542056,0.7468030690537083,0.8043478260869565,0.9736842105263158,0.8809523809523809,0.6023622047244095,0.6375,0.6194331983805668,0.9069069069069069,0.9096385542168675,0.9082706766917292,0.8296703296703297,0.755,0.7905759162303665
3,0.32515337423312884,0.265,0.29201101928374656,0.8705882352941177,0.8604651162790697,0.8654970760233918,0.75,0.78,0.7647058823529411,0.864406779661017,0.765,0.8116710875331564,0.3702127659574468,0.87,0.5194029850746268,0.4797297297297297,0.3317757009345794,0.39226519337016574,0.8783783783783784,0.9027777777777778,0.8904109589041096,0.4180327868852459,0.2125,0.281767955801105,0.8584070796460177,0.8151260504201681,0.8362068965517241,0.7909604519774012,0.7,0.7427055702917772
7,0.5198863636363636,0.915,0.6630434782608695,0.8125,0.9285714285714286,0.8666666666666666,0.9324324324324325,0.69,0.793103448275862,0.8365384615384616,0.87,0.8529411764705882,0.7325102880658436,0.89,0.8036117381489842,0.9121621621621622,0.6367924528301887,0.7499999999999999,0.9603960396039604,0.9509803921568627,0.9556650246305418,0.5128205128205128,0.13157894736842105,0.20942408376963348,0.7847222222222222,0.7337662337662337,0.7583892617449665,0.759825327510917,0.87,0.8111888111888113
6,0.4808510638297872,0.565,0.5195402298850574,0.9,0.9642857142857143,0.9310344827586207,0.8324873096446701,0.82,0.8261964735516373,0.8983050847457628,0.795,0.8435013262599469,0.8866995073891626,0.9,0.8933002481389578,0.7191011235955056,0.5981308411214953,0.6530612244897959,0.8761904761904762,1.0,0.934010152284264,0.9113924050632911,0.5294117647058824,0.6697674418604651,0.8194444444444444,0.7972972972972973,0.8082191780821918,0.6417910447761194,0.86,0.735042735042735
5,0.7746478873239436,0.825,0.7990314769975787,0.9378238341968912,0.923469387755102,0.9305912596401028,0.8702702702702703,0.805,0.8363636363636363,0.8176795580110497,0.74,0.7769028871391076,0.8088235294117647,0.825,0.8168316831683168,0.7203791469194313,0.7102803738317757,0.7152941176470589,0.7669902912621359,0.9875,0.8633879781420766,0.970954356846473,0.975,0.9729729729729729,0.9197080291970803,0.8873239436619719,0.9032258064516128,0.9068627450980392,0.925,0.9158415841584158
10,0.8557213930348259,0.86,0.85785536159601,0.9104477611940298,0.9242424242424242,0.9172932330827067,0.7053571428571429,0.79,0.7452830188679247,0.7316017316017316,0.845,0.7842227378190255,0.8541666666666666,0.82,0.836734693877551,0.9386503067484663,0.8225806451612904,0.8767908309455588,0.9393939393939394,0.96875,0.9538461538461539,0.9073170731707317,0.96875,0.9370277078085644,0.897196261682243,0.5783132530120482,0.7032967032967032,0.8165137614678899,0.89,0.8516746411483254
9,0.7373737373737373,0.365,0.48829431438127097,0.9516129032258065,0.921875,0.9365079365079365,0.8481675392670157,0.81,0.8286445012787724,0.7425742574257426,0.75,0.746268656716418,0.6651982378854625,0.755,0.7072599531615925,0.8947368421052632,0.9550561797752809,0.9239130434782609,0.7,0.6774193548387096,0.6885245901639343,0.7317073170731707,0.9146341463414634,0.8130081300813008,0.9090909090909091,0.9146341463414634,0.9118541033434651,0.7878787878787878,0.91,0.8445475638051044
8,0.75,0.33,0.4583333333333333,0.9622641509433962,0.85,0.9026548672566371,0.7178217821782178,0.725,0.7213930348258707,0.8009950248756219,0.805,0.8029925187032418,0.7125984251968503,0.905,0.7973568281938326,0.6338797814207651,0.6590909090909091,0.6462395543175489,0.8695652173913043,1.0,0.9302325581395349,0.8095238095238095,0.8717948717948718,0.8395061728395062,0.7453416149068323,0.75,0.747663551401869,0.6824034334763949,0.795,0.7344110854503464
