,0
1.0,0.6843416616963361
2.0,0.6646313703085842
3.0,0.6744678377127389
4.0,0.6929451988661561
5.0,0.7896673539753388
6.0,0.7006537760150645
7.0,0.7224485674890159
8.0,0.7414706610246428
9.0,0.737088457019651
10.0,0.7400969281721483
avg,0.7147811812279677
