,air_conditioner,air_conditioner,air_conditioner,car_horn,car_horn,car_horn,children_playing,children_playing,children_playing,dog_bark,dog_bark,dog_bark,drilling,drilling,drilling,engine_idling,engine_idling,engine_idling,gun_shot,gun_shot,gun_shot,jackhammer,jackhammer,jackhammer,siren,siren,siren,street_music,street_music,street_music
,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1
9,0.532258064516129,0.33,0.40740740740740733,0.7580645161290323,0.734375,0.7460317460317459,0.6640625,0.85,0.7456140350877193,0.6294642857142857,0.705,0.6650943396226414,0.7054794520547946,0.515,0.5953757225433526,0.8947368421052632,0.7640449438202247,0.8242424242424243,0.7692307692307693,0.967741935483871,0.8571428571428572,0.7281553398058253,0.9146341463414634,0.8108108108108109,0.8662420382165605,0.8292682926829268,0.8473520249221183,0.6475770925110133,0.735,0.6885245901639344
8,0.71875,0.345,0.46621621621621623,0.6808510638297872,0.5333333333333333,0.5981308411214953,0.558252427184466,0.575,0.5665024630541872,0.823170731707317,0.675,0.7417582417582418,0.6156583629893239,0.865,0.7193347193347193,0.6848484848484848,0.6420454545454546,0.6627565982404692,0.46511627906976744,1.0,0.6349206349206349,0.519774011299435,0.5897435897435898,0.5525525525525525,0.8085106382978723,0.7125,0.7574750830564784,0.6941747572815534,0.715,0.7044334975369458
7,0.616504854368932,0.635,0.625615763546798,0.3877551020408163,0.6785714285714286,0.4935064935064935,0.5393258426966292,0.72,0.6167023554603854,0.9006211180124224,0.725,0.8033240997229917,0.5942857142857143,0.52,0.5546666666666666,0.5704918032786885,0.8207547169811321,0.6731141199226306,0.8333333333333334,0.6372549019607843,0.7222222222222222,0.4375,0.23026315789473684,0.3017241379310345,0.7297297297297297,0.525974025974026,0.6113207547169811,0.6666666666666666,0.65,0.6582278481012659
5,0.5204081632653061,0.765,0.6194331983805669,0.8444444444444444,0.5816326530612245,0.688821752265861,0.6517412935323383,0.655,0.6533665835411472,0.6919431279620853,0.73,0.7104622871046228,0.6082949308755761,0.66,0.6330935251798561,0.6333333333333333,0.26635514018691586,0.37499999999999994,0.5968992248062015,0.9625,0.7368421052631577,0.8368794326241135,0.9833333333333333,0.9042145593869731,0.8671328671328671,0.8732394366197183,0.8701754385964913,0.7352941176470589,0.625,0.6756756756756757
6,0.4230769230769231,0.33,0.37078651685393255,0.42105263157894735,0.5714285714285714,0.48484848484848486,0.6728971962616822,0.72,0.6956521739130436,0.5957446808510638,0.7,0.6436781609195402,0.8376623376623377,0.645,0.728813559322034,0.7333333333333333,0.6682242990654206,0.6992665036674817,0.680327868852459,0.9021739130434783,0.7757009345794392,0.8846153846153846,0.6764705882352942,0.7666666666666666,0.6624203821656051,0.7027027027027027,0.6819672131147541,0.6051502145922747,0.705,0.6512702078521939
2,0.5693430656934306,0.39,0.4629080118694362,0.5,0.35714285714285715,0.41666666666666663,0.56,0.7,0.6222222222222222,0.6086956521739131,0.77,0.6799116997792495,0.7282608695652174,0.67,0.6979166666666667,0.23636363636363636,0.26,0.24761904761904763,0.5483870967741935,0.9714285714285714,0.7010309278350515,0.6320754716981132,0.5583333333333333,0.5929203539823009,0.8623188405797102,0.6538461538461539,0.74375,0.702020202020202,0.695,0.6984924623115578
3,0.5175438596491229,0.295,0.37579617834394907,0.7763157894736842,0.686046511627907,0.7283950617283951,0.6333333333333333,0.57,0.6,0.8209876543209876,0.665,0.734806629834254,0.6825396825396826,0.43,0.5276073619631901,0.33098591549295775,0.21962616822429906,0.2640449438202247,0.6017699115044248,0.9444444444444444,0.7351351351351352,0.41262135922330095,0.7083333333333334,0.5214723926380368,0.6038961038961039,0.7815126050420168,0.6813186813186815,0.5668202764976958,0.615,0.5899280575539568
4,0.5442477876106194,0.615,0.5774647887323943,0.7096774193548387,0.3728813559322034,0.4888888888888889,0.5642201834862385,0.615,0.5885167464114832,0.7794871794871795,0.76,0.769620253164557,0.635593220338983,0.75,0.6880733944954127,0.5023923444976076,0.49065420560747663,0.49645390070921985,0.7127659574468085,0.881578947368421,0.788235294117647,0.5882352941176471,0.5,0.5405405405405405,0.8839285714285714,0.8945783132530121,0.8892215568862275,0.66,0.66,0.66
10,0.6183206106870229,0.81,0.7012987012987013,0.43478260869565216,0.6060606060606061,0.5063291139240507,0.4782608695652174,0.77,0.5900383141762453,0.9428571428571428,0.66,0.7764705882352942,0.8862275449101796,0.74,0.8065395095367848,0.8507462686567164,0.6129032258064516,0.7125000000000001,0.7564102564102564,0.921875,0.8309859154929576,0.912568306010929,0.8697916666666666,0.8906666666666666,0.6982758620689655,0.4879518072289157,0.5744680851063829,0.8055555555555556,0.725,0.7631578947368423
1,0.7931034482758621,0.46,0.5822784810126583,0.48484848484848486,0.4444444444444444,0.463768115942029,0.5119453924914675,0.75,0.6085192697768761,0.7679558011049724,0.695,0.7296587926509186,0.6374269005847953,0.545,0.5876010781671159,0.7987804878048781,0.6822916666666666,0.7359550561797754,0.5254237288135594,0.8857142857142857,0.6595744680851064,0.8532608695652174,0.6541666666666667,0.7405660377358491,0.6930232558139535,0.8662790697674418,0.7700258397932817,0.6428571428571429,0.765,0.6986301369863014
