,0
8.0,0.7811226892122553
10.0,0.8400406385968247
9.0,0.7898496252005663
7.0,0.8032490395884162
6.0,0.7608026732220647
5.0,0.8648650074045614
4.0,0.7856087850896836
3.0,0.6762453812703741
2.0,0.7366780845724208
1.0,0.7369659101363624
avg,0.777542783429353
