,air_conditioner,air_conditioner,air_conditioner,car_horn,car_horn,car_horn,children_playing,children_playing,children_playing,dog_bark,dog_bark,dog_bark,drilling,drilling,drilling,engine_idling,engine_idling,engine_idling,gun_shot,gun_shot,gun_shot,jackhammer,jackhammer,jackhammer,siren,siren,siren,street_music,street_music,street_music
,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1,precision,recall,f1
8,0.8433734939759037,0.35,0.49469964664310956,0.8870967741935484,0.9166666666666666,0.9016393442622951,0.7596153846153846,0.79,0.7745098039215687,0.861904761904762,0.905,0.8829268292682927,0.6498194945848376,0.9,0.7547169811320754,0.7055837563451777,0.7897727272727273,0.745308310991957,0.9836065573770492,1.0,0.9917355371900827,0.8087431693989071,0.9487179487179487,0.8731563421828908,0.7663551401869159,0.5125,0.6142322097378276,0.7366071428571429,0.825,0.7783018867924528
10,0.8051282051282052,0.785,0.7949367088607596,0.8985507246376812,0.9393939393939394,0.9185185185185185,0.6190476190476191,0.91,0.7368421052631579,0.8449197860962567,0.79,0.8165374677002585,0.8743169398907104,0.8,0.8355091383812011,0.9586206896551724,0.7473118279569892,0.8398791540785498,0.9142857142857143,1.0,0.955223880597015,0.8727272727272727,1.0,0.9320388349514563,0.8558558558558559,0.572289156626506,0.6859205776173285,0.885,0.885,0.885
9,0.6197183098591549,0.22,0.32472324723247237,0.953125,0.953125,0.953125,0.907608695652174,0.835,0.8697916666666666,0.8863636363636364,0.78,0.8297872340425532,0.4690909090909091,0.645,0.5431578947368421,0.9273743016759777,0.9325842696629213,0.9299719887955181,0.8524590163934426,0.8387096774193549,0.8455284552845529,0.6696428571428571,0.9146341463414634,0.7731958762886598,0.8839779005524862,0.975609756097561,0.927536231884058,0.8663594470046083,0.94,0.9016786570743405
7,0.62,0.93,0.744,0.8307692307692308,0.9642857142857143,0.8925619834710744,0.8614457831325302,0.715,0.7814207650273224,0.8923076923076924,0.87,0.8810126582278481,0.7609756097560976,0.78,0.7703703703703705,0.9074074074074074,0.6933962264150944,0.786096256684492,0.9090909090909091,0.9803921568627451,0.9433962264150944,0.8,0.5263157894736842,0.6349206349206348,0.7112299465240641,0.8636363636363636,0.780058651026393,0.8494623655913979,0.79,0.8186528497409327
6,0.39072847682119205,0.59,0.47011952191235057,0.8928571428571429,0.8928571428571429,0.8928571428571429,0.8715083798882681,0.78,0.8232189973614776,0.9605263157894737,0.73,0.8295454545454545,0.8894009216589862,0.965,0.9256594724220625,0.5666666666666667,0.397196261682243,0.46703296703296704,0.8141592920353983,1.0,0.8975609756097562,0.7982456140350878,0.6691176470588235,0.7280000000000001,0.9385964912280702,0.722972972972973,0.816793893129771,0.6827309236947792,0.85,0.7572383073496659
5,0.873015873015873,0.55,0.6748466257668712,0.9783783783783784,0.923469387755102,0.9501312335958005,0.9277777777777778,0.835,0.8789473684210527,0.8285714285714286,0.87,0.848780487804878,0.8817204301075269,0.82,0.849740932642487,0.7669491525423728,0.8457943925233645,0.8044444444444444,0.9090909090909091,1.0,0.9523809523809523,0.9409448818897638,0.9958333333333333,0.9676113360323887,0.8397435897435898,0.9225352112676056,0.8791946308724832,0.7569721115537849,0.95,0.8425720620842572
4,0.8105263157894737,0.77,0.7897435897435898,0.9176470588235294,0.6610169491525424,0.7684729064039408,0.8,0.72,0.7578947368421052,0.7920353982300885,0.895,0.8403755868544601,0.7939698492462312,0.79,0.7919799498746867,0.76,0.7102803738317757,0.7342995169082127,0.7653061224489796,0.9868421052631579,0.8620689655172413,0.6294964028776978,0.7291666666666666,0.6756756756756757,0.935064935064935,0.8674698795180723,0.9,0.7083333333333334,0.765,0.735576923076923
3,0.65625,0.315,0.4256756756756757,0.8461538461538461,0.8953488372093024,0.8700564971751413,0.8242424242424242,0.68,0.7452054794520547,0.9226519337016574,0.835,0.8766404199475066,0.6210191082802548,0.975,0.7587548638132295,0.425531914893617,0.2803738317757009,0.3380281690140845,0.75,1.0,0.8571428571428571,0.42016806722689076,0.4166666666666667,0.4184100418410042,0.946078431372549,0.8109243697478992,0.8733031674208145,0.4845679012345679,0.785,0.599236641221374
2,0.6298342541436464,0.57,0.5984251968503936,0.974025974025974,0.8928571428571429,0.9316770186335404,0.7074235807860262,0.81,0.7552447552447553,0.8317757009345794,0.89,0.8599033816425121,0.7368421052631579,0.77,0.7530562347188263,0.5092250922509225,0.69,0.5859872611464968,0.723404255319149,0.9714285714285714,0.8292682926829269,0.7090909090909091,0.325,0.44571428571428573,0.7085427135678392,0.7747252747252747,0.7401574803149606,0.8854166666666666,0.85,0.8673469387755102
1,0.6914893617021277,0.65,0.6701030927835052,0.8679245283018868,0.6388888888888888,0.736,0.7947598253275109,0.91,0.8484848484848485,0.8423645320197044,0.855,0.8486352357320099,0.5846774193548387,0.725,0.6473214285714286,0.9433962264150944,0.5208333333333334,0.6711409395973155,0.5816326530612245,0.8142857142857143,0.6785714285714286,0.5789473684210527,0.6875,0.6285714285714286,0.9202453987730062,0.872093023255814,0.8955223880597015,0.8034682080924855,0.695,0.745308310991957
