epochs,air_conditioner,car_horn,children_playing,dog_bark,drilling,engine_idling,gun_shot,jackhammer,siren,street_music
epoch_1,"{'precision': 0.16135084427767354, 'recall': 0.86, 'f1': 0.2717219589257504, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 33}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 0.09411764705882353, 'recall': 0.24, 'f1': 0.1352112676056338, 'count': 100}","{'precision': 0.18421052631578946, 'recall': 0.07, 'f1': 0.10144927536231886, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 93}","{'precision': 1.0, 'recall': 0.125, 'f1': 0.2222222222222222, 'count': 32}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 96}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 83}","{'precision': 0.16666666666666666, 'recall': 0.01, 'f1': 0.018867924528301886, 'count': 100}"
epoch_2,"{'precision': 0.12298682284040996, 'recall': 0.84, 'f1': 0.21455938697318008, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 33}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 0.1388888888888889, 'recall': 0.15, 'f1': 0.14423076923076925, 'count': 100}","{'precision': 0.22857142857142856, 'recall': 0.08, 'f1': 0.11851851851851854, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 93}","{'precision': 0.8333333333333334, 'recall': 0.15625, 'f1': 0.2631578947368421, 'count': 32}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 96}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 83}","{'precision': 0.25, 'recall': 0.01, 'f1': 0.019230769230769232, 'count': 100}"
