epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.948,3.285,0.1505,0.01805
epoch_2,1.731,4.19,0.1458,0.01773
epoch_3,1.554,5.105,0.1602,0.02055
epoch_4,1.604,5.094,0.2485,0.03827
epoch_5,1.514,5.152,0.2413,0.03906
epoch_6,1.488,5.27,0.2378,0.03876
