epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.961,3.295,0.1433,0.01802
epoch_2,1.75,4.28,0.1362,0.01779
epoch_3,1.574,4.914,0.1517,0.02126
epoch_4,1.615,4.992,0.2091,0.03662
epoch_5,1.531,5.094,0.2139,0.0387
