,epochs,mean_train_loss,mean_valid_loss,micro_recall,micro_precision,micro_f1,macro_recall,macro_precision,macro_f1
4,epoch_121,0.2214,0.6990000000000001,0.8390000000000001,0.8390000000000001,0.8390000000000001,0.8390000000000001,0.8613,0.836
3,epoch_125,0.1948,0.9,0.7827,0.7827,0.7827,0.7827,0.794,0.7783
2,epoch_122,0.2129,0.9209999999999999,0.7524,0.7524,0.7524,0.7524,0.7656,0.7456
5,epoch_141,0.1412,1.192,0.7075,0.7075,0.7075,0.7075,0.736,0.6973
1,epoch_126,0.1931,1.1059999999999999,0.7275,0.7275,0.7275,0.7275,0.7603,0.725
