epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,3.904,3.889,0.04,0.006023
epoch_2,3.895,3.889,0.055,0.012405
epoch_3,3.893,3.898,0.0425,0.006966
epoch_4,3.895,3.889,0.0525,0.01064
epoch_5,3.88,3.889,0.0575,0.01132
epoch_6,3.885,3.889,0.055,0.01006
epoch_7,3.879,3.889,0.0525,0.009796
epoch_8,3.879,3.887,0.0525,0.01336
epoch_9,3.873,3.885,0.055,0.01014
epoch_10,3.875,3.887,0.0525,0.011314
epoch_11,3.877,3.887,0.0625,0.01968
