,0
10.0,0.8402907634078897
9.0,0.8163362738921955
8.0,0.7434401574533321
7.0,0.7967894999560652
6.0,0.8124623347181599
5.0,0.8727012118596355
4.0,0.7946448736080145
3.0,0.6888790454170983
2.0,0.7471781074544499
1.0,0.7526614197364442
avg,0.7865383687503285
