,air_conditioner,car_horn,children_playing,dog_bark,drilling,engine_idling,gun_shot,jackhammer,siren,street_music
epoch_1,"{'precision': 0.23486682808716708, 'recall': 0.97, 'f1': 0.37816764132553604, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 33}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 0.1425, 'recall': 0.57, 'f1': 0.228, 'count': 100}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 93}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 32}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 96}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 83}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}"
epoch_2,"{'precision': 0.1763668430335097, 'recall': 1.0, 'f1': 0.29985007496251875, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 33}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 0.12686567164179105, 'recall': 0.34, 'f1': 0.1847826086956522, 'count': 100}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 93}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 32}","{'precision': 0.0, 'recall': 0.0, 'f1': 0.0, 'count': 96}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 83}","{'precision': 1.0, 'recall': 0.0, 'f1': 0.0, 'count': 100}"
