epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.59,2.145,0.2605,0.1683
epoch_2,1.229,2.021,0.3035,0.2085
epoch_3,1.023,2.04,0.3765,0.2737
epoch_4,0.8794,1.994,0.4014,0.3115
epoch_5,0.755,1.99,0.398,0.2961
epoch_6,0.657,2.012,0.4207,0.3315
epoch_7,0.802,1.765,0.4756,0.4238
epoch_8,0.697,1.78,0.479,0.4275
epoch_9,0.6494,1.774,0.4897,0.4358
epoch_10,0.6177,1.772,0.4922,0.4368
epoch_11,0.581,1.785,0.4983,0.442
