epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.551,2.111,0.2878,0.1714
epoch_2,1.231,2.168,0.3452,0.2288
epoch_3,1.015,2.137,0.3894,0.2722
epoch_4,0.873,2.205,0.3967,0.2937
epoch_5,0.9966,1.915,0.4326,0.371
epoch_6,0.8877,1.923,0.4326,0.3718
epoch_7,0.846,1.947,0.4385,0.3762
