epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.513,2.453,0.2211,0.0309
epoch_2,1.105,2.338,0.2903,0.04172
epoch_3,0.9062,2.354,0.3464,0.05905
epoch_4,0.7495,2.123,0.417,0.0763
epoch_5,0.6475,2.082,0.441,0.0799
epoch_6,0.536,2.098,0.4182,0.0697
epoch_7,0.7124,2.057,0.4133,0.07367
epoch_8,0.6045,2.092,0.398,0.0712
epoch_9,0.5576,2.105,0.3943,0.0705
