epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.264,2.14,0.2151,0.1696
epoch_2,0.8223,1.999,0.3872,0.3438
epoch_3,0.599,2.018,0.3848,0.3362
epoch_4,0.4597,2.047,0.381,0.3374
epoch_5,0.5767,1.931,0.417,0.4111
epoch_6,0.4546,1.933,0.41,0.3936
epoch_7,0.4019,1.92,0.429,0.4119
epoch_8,0.3591,1.937,0.4265,0.4119
