epochs,mean_train_loss,mean_valid_loss,micro_f1,macro_f1
epoch_1,1.275,2.154,0.2366,0.179
epoch_2,0.8696,1.993,0.3477,0.3252
epoch_3,0.667,1.95,0.368,0.3528
epoch_4,0.5166,1.958,0.3835,0.3677
epoch_5,0.395,1.966,0.3943,0.3875
epoch_6,0.5503,1.976,0.429,0.4458
epoch_7,0.4268,1.97,0.4314,0.45
epoch_8,0.377,1.973,0.436,0.4565
